day,week,hour,minute,request,maxReq20minutes,minReq20minutes,meanReq20minutes
15,6,13,30,579,933,552,672.75
15,6,13,35,465,933,552,657
15,6,13,40,519,579,465,540
15,6,13,45,399,579,465,531.75
15,6,13,50,513,579,399,490.5
15,6,13,55,408,519,399,474
15,6,14,0,372,519,399,459.75
15,6,14,5,480,513,372,423
15,6,14,10,522,513,372,443.25
15,6,14,15,531,522,372,445.5
15,6,14,20,942,531,372,476.25
15,6,14,25,1038,942,480,618.75
15,6,14,30,834,1038,522,758.25
15,6,14,35,720,1038,531,836.25
15,6,14,40,588,1038,720,883.5
15,6,14,45,738,1038,588,795
15,6,14,50,459,834,588,720
15,6,14,55,585,738,459,626.25
15,6,15,0,528,738,459,592.5
15,6,15,5,609,738,459,577.5
15,6,15,10,693,609,459,545.25
15,6,15,15,639,693,528,603.75
15,6,15,20,528,693,528,617.25
15,6,15,25,546,693,528,617.25
15,6,15,30,726,693,528,601.5
15,6,15,35,612,726,528,609.75
15,6,15,40,786,726,528,603
15,6,15,45,957,786,546,667.5
15,6,15,50,660,957,612,770.25
15,6,15,55,534,957,612,753.75
15,6,16,0,441,957,534,734.25
15,6,16,5,360,957,441,648
15,6,16,10,801,660,360,498.75
15,6,16,15,633,801,360,534
15,6,16,20,642,801,360,558.75
15,6,16,25,684,801,360,609
15,6,16,30,726,801,633,690
15,6,16,35,729,726,633,671.25
15,6,16,40,831,729,642,695.25
15,6,16,45,849,831,684,742.5
15,6,16,50,696,849,726,783.75
15,6,16,55,534,849,696,776.25
15,6,17,0,666,849,534,727.5
15,6,17,5,366,849,534,686.25
15,6,17,10,531,696,366,565.5
15,6,17,15,609,666,366,524.25
15,6,17,20,696,666,366,543
15,6,17,25,576,696,366,550.5
15,6,17,30,891,696,531,603
15,6,17,35,843,891,576,693
15,6,17,40,642,891,576,751.5
15,6,17,45,753,891,576,738
15,6,17,50,546,891,642,782.25
15,6,17,55,414,843,546,696
15,6,18,0,240,753,414,588.75
15,6,18,5,429,753,240,488.25
15,6,18,10,549,546,240,407.25
15,6,18,15,426,549,240,408
15,6,18,20,399,549,240,411
15,6,18,25,435,549,399,450.75
15,6,18,30,525,549,399,452.25
15,6,18,35,639,525,399,446.25
15,6,18,40,783,639,399,499.5
15,6,18,45,621,783,435,595.5
15,6,18,50,675,783,525,642
15,6,18,55,648,783,621,679.5
15,6,19,0,807,783,621,681.75
15,6,19,5,723,807,621,687.75
15,6,19,10,687,807,648,713.25
15,6,19,15,720,807,648,716.25
15,6,19,20,735,807,687,734.25
15,6,19,25,441,735,687,716.25
15,6,19,30,516,735,441,645.75
15,6,19,35,489,735,441,603
15,6,19,40,345,735,441,545.25
15,6,19,45,348,516,345,447.75
15,6,19,50,492,516,345,424.5
15,6,19,55,618,492,345,418.5
15,6,20,0,492,618,345,450.75
15,6,20,5,702,618,348,487.5
15,6,20,10,612,702,492,576
15,6,20,15,432,702,492,606
15,6,20,20,456,702,432,559.5
15,6,20,25,444,702,432,550.5
15,6,20,30,405,612,432,486
15,6,20,35,552,456,405,434.25
15,6,20,40,579,552,405,464.25
15,6,20,45,444,579,405,495
15,6,20,50,657,579,405,495
15,6,20,55,510,657,444,558
15,6,21,0,690,657,444,547.5
15,6,21,5,792,690,444,575.25
15,6,21,10,417,792,510,662.25
15,6,21,15,570,792,417,602.25
15,6,21,20,468,792,417,617.25
15,6,21,25,354,792,417,561.75
15,6,21,30,285,570,354,452.25
15,6,21,35,555,570,285,419.25
15,6,21,40,390,555,285,415.5
15,6,21,45,516,555,285,396
15,6,21,50,588,555,285,436.5
15,6,21,55,447,588,390,512.25
15,6,22,0,435,588,390,485.25
15,6,22,5,471,588,435,496.5
15,6,22,10,582,588,435,485.25
15,6,22,15,702,582,435,483.75
15,6,22,20,915,702,435,547.5
15,6,22,25,549,915,471,667.5
15,6,22,30,573,915,549,687
15,6,22,35,528,915,549,684.75
15,6,22,40,558,915,528,641.25
15,6,22,45,582,573,528,552
15,6,22,50,459,582,528,560.25
15,6,22,55,531,582,459,531.75
15,6,23,0,582,582,459,532.5
15,6,23,5,609,582,459,538.5
15,6,23,10,624,609,459,545.25
15,6,23,15,714,624,531,586.5
15,6,23,20,567,714,582,632.25
15,6,23,25,576,714,567,628.5
15,6,23,30,495,714,567,620.25
15,6,23,35,645,714,495,588
15,6,23,40,564,645,495,570.75
15,6,23,45,432,645,495,570
15,6,23,50,558,645,432,534
15,6,23,55,663,645,432,549.75
16,7,0,0,426,663,432,554.25
16,7,0,5,405,663,426,519.75
16,7,0,10,513,663,405,513
16,7,0,15,516,663,405,501.75
16,7,0,20,573,516,405,465
16,7,0,25,519,573,405,501.75
16,7,0,30,459,573,513,530.25
16,7,0,35,549,573,459,516.75
16,7,0,40,546,573,459,525
16,7,0,45,465,549,459,518.25
16,7,0,50,660,549,459,504.75
16,7,0,55,576,660,465,555
16,7,1,0,336,660,465,561.75
16,7,1,5,474,660,336,509.25
16,7,1,10,429,660,336,511.5
16,7,1,15,441,576,336,453.75
16,7,1,20,645,474,336,420
16,7,1,25,714,645,429,497.25
16,7,1,30,732,714,429,557.25
16,7,1,35,339,732,441,633
16,7,1,40,423,732,339,607.5
16,7,1,45,600,732,339,552
16,7,1,50,567,732,339,523.5
16,7,1,55,549,600,339,482.25
16,7,2,0,417,600,423,534.75
16,7,2,5,243,600,417,533.25
16,7,2,10,246,567,243,444
16,7,2,15,291,549,243,363.75
16,7,2,20,324,417,243,299.25
16,7,2,25,219,324,243,276
16,7,2,30,438,324,219,270
16,7,2,35,384,438,219,318
16,7,2,40,417,438,219,341.25
16,7,2,45,300,438,219,364.5
16,7,2,50,303,438,300,384.75
16,7,2,55,273,417,300,351
16,7,3,0,114,417,273,323.25
16,7,3,5,294,303,114,247.5
16,7,3,10,279,303,114,246
16,7,3,15,261,294,114,240
16,7,3,20,243,294,114,237
16,7,3,25,126,294,243,269.25
16,7,3,30,177,279,126,227.25
16,7,3,35,189,261,126,201.75
16,7,3,40,147,243,126,183.75
16,7,3,45,171,189,126,159.75
16,7,3,50,270,189,147,171
16,7,3,55,261,270,147,194.25
16,7,4,0,201,270,147,212.25
16,7,4,5,126,270,171,225.75
16,7,4,10,189,270,126,214.5
16,7,4,15,171,261,126,194.25
16,7,4,20,96,201,126,171.75
16,7,4,25,144,189,96,145.5
16,7,4,30,243,189,96,150
16,7,4,35,234,243,96,163.5
16,7,4,40,138,243,96,179.25
16,7,4,45,342,243,138,189.75
16,7,4,50,213,342,138,239.25
16,7,4,55,177,342,138,231.75
16,7,5,0,168,342,138,217.5
16,7,5,5,192,342,168,225
16,7,5,10,228,213,168,187.5
16,7,5,15,138,228,168,191.25
16,7,5,20,93,228,138,181.5
16,7,5,25,33,228,93,162.75
16,7,5,30,123,228,33,123
16,7,5,35,114,138,33,96.75
16,7,5,40,159,123,33,90.75
16,7,5,45,198,159,33,107.25
16,7,5,50,120,198,114,148.5
16,7,5,55,117,198,114,147.75
16,7,6,0,195,198,117,148.5
16,7,6,5,252,198,117,157.5
16,7,6,10,210,252,117,171
16,7,6,15,237,252,117,193.5
16,7,6,20,189,252,195,223.5
16,7,6,25,237,252,189,222
16,7,6,30,189,237,189,218.25
16,7,6,35,99,237,189,213
16,7,6,40,240,237,99,178.5
16,7,6,45,192,240,99,191.25
16,7,6,50,321,240,99,180
16,7,6,55,267,321,99,213
16,7,7,0,117,321,192,255
16,7,7,5,81,321,117,224.25
16,7,7,10,108,321,81,196.5
16,7,7,15,129,267,81,143.25
16,7,7,20,222,129,81,108.75
16,7,7,25,210,222,81,135
16,7,7,30,156,222,108,167.25
16,7,7,35,261,222,129,179.25
16,7,7,40,189,261,156,212.25
16,7,7,45,255,261,156,204
16,7,7,50,252,261,156,215.25
16,7,7,55,246,261,189,239.25
16,7,8,0,252,255,189,235.5
16,7,8,5,189,255,246,251.25
16,7,8,10,327,252,189,234.75
16,7,8,15,252,327,189,253.5
16,7,8,20,204,327,189,255
16,7,8,25,330,327,189,243
16,7,8,30,375,330,204,278.25
16,7,8,35,249,375,204,290.25
16,7,8,40,222,375,204,289.5
16,7,8,45,183,375,222,294
16,7,8,50,165,375,183,257.25
16,7,8,55,282,249,165,204.75
16,7,9,0,261,282,165,213
16,7,9,5,276,282,165,222.75
16,7,9,10,288,282,165,246
16,7,9,15,303,288,261,276.75
16,7,9,20,342,303,261,282
16,7,9,25,486,342,276,302.25
16,7,9,30,483,486,288,354.75
16,7,9,35,486,486,303,403.5
16,7,9,40,285,486,342,449.25
16,7,9,45,348,486,285,435
16,7,9,50,240,486,285,400.5
16,7,9,55,390,486,240,339.75
16,7,10,0,417,390,240,315.75
16,7,10,5,498,417,240,348.75
16,7,10,10,384,498,240,386.25
16,7,10,15,318,498,384,422.25
16,7,10,20,351,498,318,404.25
16,7,10,25,531,498,318,387.75
16,7,10,30,318,531,318,396
16,7,10,35,471,531,318,379.5
16,7,10,40,300,531,318,417.75
16,7,10,45,531,531,300,405
16,7,10,50,432,531,300,405
16,7,10,55,387,531,300,433.5
16,7,11,0,573,531,300,412.5
16,7,11,5,267,573,387,480.75
16,7,11,10,381,573,267,414.75
16,7,11,15,468,573,267,402
16,7,11,20,513,573,267,422.25
16,7,11,25,594,513,267,407.25
16,7,11,30,561,594,381,489
16,7,11,35,462,594,468,534
16,7,11,40,348,594,462,532.5
16,7,11,45,504,594,348,491.25
16,7,11,50,690,561,348,468.75
16,7,11,55,531,690,348,501
16,7,12,0,330,690,348,518.25
16,7,12,5,582,690,330,513.75
16,7,12,10,675,690,330,533.25
16,7,12,15,852,675,330,529.5
16,7,12,20,513,852,330,609.75
16,7,12,25,585,852,513,655.5
16,7,12,30,480,852,513,656.25
16,7,12,35,579,852,480,607.5
16,7,12,40,651,585,480,539.25
16,7,12,45,420,651,480,573.75
16,7,12,50,600,651,420,532.5
16,7,12,55,582,651,420,562.5
16,7,13,0,669,651,420,563.25
16,7,13,5,582,669,420,567.75
16,7,13,10,633,669,582,608.25
16,7,13,15,897,669,582,616.5
16,7,13,20,642,897,582,695.25
16,7,13,25,588,897,582,688.5
16,7,13,30,513,897,588,690
16,7,13,35,585,897,513,660
16,7,13,40,639,642,513,582
16,7,13,45,567,639,513,581.25
16,7,13,50,732,639,513,576
16,7,13,55,867,732,567,630.75
16,7,14,0,891,867,567,701.25
16,7,14,5,774,891,567,764.25
16,7,14,10,657,891,732,816
16,7,14,15,933,891,657,797.25
16,7,14,20,669,933,657,813.75
16,7,14,25,882,933,657,758.25
16,7,14,30,735,933,657,785.25
16,7,14,35,675,933,669,804.75
16,7,14,40,612,882,669,740.25
16,7,14,45,678,882,612,726
16,7,14,50,771,735,612,675
16,7,14,55,741,771,612,684
16,7,15,0,627,771,612,700.5
16,7,15,5,639,771,627,704.25
16,7,15,10,855,771,627,694.5
16,7,15,15,516,855,627,715.5
16,7,15,20,429,855,516,659.25
16,7,15,25,744,855,429,609.75
16,7,15,30,591,855,429,636
16,7,15,35,636,744,429,570
16,7,15,40,597,744,429,600
16,7,15,45,786,744,591,642
16,7,15,50,792,786,591,652.5
16,7,15,55,720,792,597,702.75
16,7,16,0,588,792,597,723.75
16,7,16,5,792,792,588,721.5
16,7,16,10,558,792,588,723
16,7,16,15,621,792,558,664.5
16,7,16,20,651,792,558,639.75
16,7,16,25,411,792,558,655.5
16,7,16,30,567,651,411,560.25
16,7,16,35,567,651,411,562.5
16,7,16,40,957,651,411,549
16,7,16,45,645,957,411,625.5
16,7,16,50,621,957,567,684
16,7,16,55,465,957,567,697.5
16,7,17,0,540,957,465,672
16,7,17,5,690,645,465,567.75
16,7,17,10,810,690,465,579
16,7,17,15,993,810,465,626.25
16,7,17,20,915,993,540,758.25
16,7,17,25,804,993,690,852
16,7,17,30,510,993,804,880.5
16,7,17,35,756,993,510,805.5
16,7,17,40,594,915,510,746.25
16,7,17,45,732,804,510,666
16,7,17,50,651,756,510,648
16,7,17,55,663,756,594,683.25
16,7,18,0,675,732,594,660
16,7,18,5,576,732,651,680.25
16,7,18,10,597,675,576,641.25
16,7,18,15,573,675,576,627.75
16,7,18,20,504,675,573,605.25
16,7,18,25,552,597,504,562.5
16,7,18,30,792,597,504,556.5
16,7,18,35,786,792,504,605.25
16,7,18,40,675,792,504,658.5
16,7,18,45,762,792,552,701.25
16,7,18,50,735,792,675,753.75
16,7,18,55,705,786,675,739.5
16,7,19,0,528,762,675,719.25
16,7,19,5,684,762,528,682.5
16,7,19,10,696,735,528,663
16,7,19,15,885,705,528,653.25
16,7,19,20,879,885,528,698.25
16,7,19,25,1035,885,684,786
16,7,19,30,978,1035,696,873.75
16,7,19,35,798,1035,879,944.25
16,7,19,40,741,1035,798,922.5
16,7,19,45,705,1035,741,888
16,7,19,50,420,978,705,805.5
16,7,19,55,693,798,420,666
16,7,20,0,813,741,420,639.75
16,7,20,5,573,813,420,657.75
16,7,20,10,621,813,420,624.75
16,7,20,15,477,813,573,675
16,7,20,20,933,813,477,621
16,7,20,25,591,933,477,651
16,7,20,30,822,933,477,655.5
16,7,20,35,774,933,477,705.75
16,7,20,40,663,933,591,780
16,7,20,45,678,822,591,712.5
16,7,20,50,648,822,663,734.25
16,7,20,55,606,774,648,690.75
16,7,21,0,639,678,606,648.75
16,7,21,5,582,678,606,642.75
16,7,21,10,654,648,582,618.75
16,7,21,15,726,654,582,620.25
16,7,21,20,621,726,582,650.25
16,7,21,25,681,726,582,645.75
16,7,21,30,768,726,621,670.5
16,7,21,35,681,768,621,699
16,7,21,40,915,768,621,687.75
16,7,21,45,846,915,681,761.25
16,7,21,50,615,915,681,802.5
16,7,21,55,690,915,615,764.25
16,7,22,0,798,915,615,766.5
16,7,22,5,786,846,615,737.25
16,7,22,10,723,798,615,722.25
16,7,22,15,903,798,690,749.25
16,7,22,20,756,903,723,802.5
16,7,22,25,723,903,723,792
16,7,22,30,732,903,723,776.25
16,7,22,35,660,903,723,778.5
16,7,22,40,732,756,660,717.75
16,7,22,45,666,732,660,711.75
16,7,22,50,783,732,660,697.5
16,7,22,55,738,783,660,710.25
16,7,23,0,570,783,666,729.75
16,7,23,5,576,783,570,689.25
16,7,23,10,819,783,570,666.75
16,7,23,15,585,819,570,675.75
16,7,23,20,648,819,570,637.5
16,7,23,25,636,819,576,657
16,7,23,30,669,819,585,672
16,7,23,35,567,669,585,634.5
16,7,23,40,630,669,567,630
16,7,23,45,510,669,567,625.5
16,7,23,50,597,669,510,594
16,7,23,55,648,630,510,576
17,1,0,0,561,648,510,596.25
17,1,0,5,516,648,510,579
17,1,0,10,498,648,516,580.5
17,1,0,15,477,648,498,555.75
17,1,0,20,555,561,477,513
17,1,0,25,543,555,477,511.5
17,1,0,30,543,555,477,518.25
17,1,0,35,447,555,477,529.5
17,1,0,40,522,555,447,522
17,1,0,45,558,543,447,513.75
17,1,0,50,444,558,447,517.5
17,1,0,55,498,558,444,492.75
17,1,1,0,522,558,444,505.5
17,1,1,5,522,558,444,505.5
17,1,1,10,483,522,444,496.5
17,1,1,15,585,522,483,506.25
17,1,1,20,228,585,483,528
17,1,1,25,357,585,228,454.5
17,1,1,30,273,585,228,413.25
17,1,1,35,534,585,228,360.75
17,1,1,40,327,534,228,348
17,1,1,45,420,534,273,372.75
17,1,1,50,429,534,273,388.5
17,1,1,55,351,534,327,427.5
17,1,2,0,318,429,327,381.75
17,1,2,5,333,429,318,379.5
17,1,2,10,276,429,318,357.75
17,1,2,15,378,351,276,319.5
17,1,2,20,183,378,276,326.25
17,1,2,25,150,378,183,292.5
17,1,2,30,177,378,150,246.75
17,1,2,35,273,378,150,222
17,1,2,40,321,273,150,195.75
17,1,2,45,327,321,150,230.25
17,1,2,50,216,327,177,274.5
17,1,2,55,246,327,216,284.25
17,1,3,0,339,327,216,277.5
17,1,3,5,261,339,216,282
17,1,3,10,195,339,216,265.5
17,1,3,15,333,339,195,260.25
17,1,3,20,291,339,195,282
17,1,3,25,237,333,195,270
17,1,3,30,165,333,195,264
17,1,3,35,249,333,165,256.5
17,1,3,40,171,291,165,235.5
17,1,3,45,330,249,165,205.5
17,1,3,50,381,330,165,228.75
17,1,3,55,381,381,171,282.75
17,1,4,0,351,381,171,315.75
17,1,4,5,258,381,330,360.75
17,1,4,10,213,381,258,342.75
17,1,4,15,315,381,213,300.75
17,1,4,20,510,351,213,284.25
17,1,4,25,453,510,213,324
17,1,4,30,507,510,213,372.75
17,1,4,35,186,510,315,446.25
17,1,4,40,237,510,186,414
17,1,4,45,270,507,186,345.75
17,1,4,50,276,507,186,300
17,1,4,55,162,276,186,242.25
17,1,5,0,153,276,162,236.25
17,1,5,5,294,276,153,215.25
17,1,5,10,177,294,153,221.25
17,1,5,15,189,294,153,196.5
17,1,5,20,261,294,153,203.25
17,1,5,25,216,294,177,230.25
17,1,5,30,297,261,177,210.75
17,1,5,35,411,297,189,240.75
17,1,5,40,171,411,216,296.25
17,1,5,45,276,411,171,273.75
17,1,5,50,252,411,171,288.75
17,1,5,55,213,411,171,277.5
17,1,6,0,201,276,171,228
17,1,6,5,156,276,201,235.5
17,1,6,10,171,252,156,205.5
17,1,6,15,273,213,156,185.25
17,1,6,20,198,273,156,200.25
17,1,6,25,267,273,156,199.5
17,1,6,30,285,273,171,227.25
17,1,6,35,207,285,198,255.75
17,1,6,40,294,285,198,239.25
17,1,6,45,258,294,207,263.25
17,1,6,50,324,294,207,261
17,1,6,55,240,324,207,270.75
17,1,7,0,267,324,240,279
17,1,7,5,333,324,240,272.25
17,1,7,10,174,333,240,291
17,1,7,15,363,333,174,253.5
17,1,7,20,264,363,174,284.25
17,1,7,25,621,363,174,283.5
17,1,7,30,540,621,174,355.5
17,1,7,35,480,621,264,447
17,1,7,40,441,621,264,476.25
17,1,7,45,744,621,441,520.5
17,1,7,50,642,744,441,551.25
17,1,7,55,684,744,441,576.75
17,1,8,0,540,744,441,627.75
17,1,8,5,555,744,540,652.5
17,1,8,10,870,684,540,605.25
17,1,8,15,648,870,540,662.25
17,1,8,20,588,870,540,653.25
17,1,8,25,594,870,555,665.25
17,1,8,30,642,870,588,675
17,1,8,35,522,648,588,618
17,1,8,40,549,642,522,586.5
17,1,8,45,813,642,522,576.75
17,1,8,50,915,813,522,631.5
17,1,8,55,804,915,522,699.75
17,1,9,0,735,915,549,770.25
17,1,9,5,804,915,735,816.75
17,1,9,10,870,915,735,814.5
17,1,9,15,1044,870,735,803.25
17,1,9,20,1164,1044,735,863.25
17,1,9,25,1272,1164,804,970.5
17,1,9,30,1038,1272,870,1087.5
17,1,9,35,972,1272,1038,1129.5
17,1,9,40,927,1272,972,1111.5
17,1,9,45,945,1272,927,1052.25
17,1,9,50,1038,1038,927,970.5
17,1,9,55,1080,1038,927,970.5
17,1,10,0,903,1080,927,997.5
17,1,10,5,1152,1080,903,991.5
17,1,10,10,1032,1152,903,1043.25
17,1,10,15,1242,1152,903,1041.75
17,1,10,20,1059,1242,903,1082.25
17,1,10,25,1032,1242,1032,1121.25
17,1,10,30,1224,1242,1032,1091.25
17,1,10,35,1185,1242,1032,1139.25
17,1,10,40,1035,1224,1032,1125
17,1,10,45,1392,1224,1032,1119
17,1,10,50,1008,1392,1035,1209
17,1,10,55,1269,1392,1008,1155
17,1,11,0,1173,1392,1008,1176
17,1,11,5,1341,1392,1008,1210.5
17,1,11,10,1035,1341,1008,1197.75
17,1,11,15,1254,1341,1035,1204.5
17,1,11,20,1047,1341,1035,1200.75
17,1,11,25,1491,1341,1035,1169.25
17,1,11,30,1341,1491,1035,1206.75
17,1,11,35,1014,1491,1047,1283.25
17,1,11,40,1260,1491,1014,1223.25
17,1,11,45,1182,1491,1014,1276.5
17,1,11,50,1161,1341,1014,1199.25
17,1,11,55,1032,1260,1014,1154.25
17,1,12,0,975,1260,1032,1158.75
17,1,12,5,1314,1182,975,1087.5
17,1,12,10,1359,1314,975,1120.5
17,1,12,15,1359,1359,975,1170
17,1,12,20,1356,1359,975,1251.75
17,1,12,25,1401,1359,1314,1347
17,1,12,30,1287,1401,1356,1368.75
17,1,12,35,1071,1401,1287,1350.75
17,1,12,40,1299,1401,1071,1278.75
17,1,12,45,630,1401,1071,1264.5
17,1,12,50,1122,1299,630,1071.75
17,1,12,55,1302,1299,630,1030.5
17,1,13,0,1308,1302,630,1088.25
17,1,13,5,1197,1308,630,1090.5
17,1,13,10,999,1308,1122,1232.25
17,1,13,15,1143,1308,999,1201.5
17,1,13,20,1254,1308,999,1161.75
17,1,13,25,1353,1254,999,1148.25
17,1,13,30,1389,1353,999,1187.25
17,1,13,35,1272,1389,1143,1284.75
17,1,13,40,1230,1389,1254,1317
17,1,13,45,1293,1389,1230,1311
17,1,13,50,1089,1389,1230,1296
17,1,13,55,1467,1293,1089,1221
17,1,14,0,1401,1467,1089,1269.75
17,1,14,5,1401,1467,1089,1312.5
17,1,14,10,1476,1467,1089,1339.5
17,1,14,15,1587,1476,1401,1436.25
17,1,14,20,1797,1587,1401,1466.25
17,1,14,25,1737,1797,1401,1565.25
17,1,14,30,1437,1797,1476,1649.25
17,1,14,35,1848,1797,1437,1639.5
17,1,14,40,1686,1848,1437,1704.75
17,1,14,45,1737,1848,1437,1677
17,1,14,50,1803,1848,1437,1677
17,1,14,55,1362,1848,1686,1768.5
17,1,15,0,1005,1803,1362,1647
17,1,15,5,1587,1803,1005,1476.75
17,1,15,10,1410,1803,1005,1439.25
17,1,15,15,1356,1587,1005,1341
17,1,15,20,1248,1587,1005,1339.5
17,1,15,25,1485,1587,1248,1400.25
17,1,15,30,1278,1485,1248,1374.75
17,1,15,35,1200,1485,1248,1341.75
17,1,15,40,1377,1485,1200,1302.75
17,1,15,45,1191,1485,1200,1335
17,1,15,50,1257,1377,1191,1261.5
17,1,15,55,1509,1377,1191,1256.25
17,1,16,0,1467,1509,1191,1333.5
17,1,16,5,1173,1509,1191,1356
17,1,16,10,1551,1509,1173,1351.5
17,1,16,15,1338,1551,1173,1425
17,1,16,20,1374,1551,1173,1382.25
17,1,16,25,1719,1551,1173,1359
17,1,16,30,1455,1719,1338,1495.5
17,1,16,35,1296,1719,1338,1471.5
17,1,16,40,1515,1719,1296,1461
17,1,16,45,1062,1719,1296,1496.25
17,1,16,50,1155,1515,1062,1332
17,1,16,55,1182,1515,1062,1257
17,1,17,0,1122,1515,1062,1228.5
17,1,17,5,996,1182,1062,1130.25
17,1,17,10,1212,1182,996,1113.75
17,1,17,15,1035,1212,996,1128
17,1,17,20,930,1212,996,1091.25
17,1,17,25,1212,1212,930,1043.25
17,1,17,30,915,1212,930,1097.25
17,1,17,35,897,1212,915,1023
17,1,17,40,771,1212,897,988.5
17,1,17,45,1026,1212,771,948.75
17,1,17,50,996,1026,771,902.25
17,1,17,55,834,1026,771,922.5
17,1,18,0,963,1026,771,906.75
17,1,18,5,990,1026,834,954.75
17,1,18,10,885,996,834,945.75
17,1,18,15,726,990,834,918
17,1,18,20,975,990,726,891
17,1,18,25,888,990,726,894
17,1,18,30,732,975,726,868.5
17,1,18,35,891,975,726,830.25
17,1,18,40,891,975,732,871.5
17,1,18,45,780,891,732,850.5
17,1,18,50,963,891,732,823.5
17,1,18,55,471,963,780,881.25
17,1,19,0,726,963,471,776.25
17,1,19,5,651,963,471,735
17,1,19,10,861,963,471,702.75
17,1,19,15,672,861,471,677.25
17,1,19,20,801,861,651,727.5
17,1,19,25,714,861,651,746.25
17,1,19,30,891,861,672,762
17,1,19,35,642,891,672,769.5
17,1,19,40,573,891,642,762
17,1,19,45,543,891,573,705
17,1,19,50,456,891,543,662.25
17,1,19,55,699,642,456,553.5
17,1,20,0,408,699,456,567.75
17,1,20,5,549,699,408,526.5
17,1,20,10,540,699,408,528
17,1,20,15,645,699,408,549
17,1,20,20,738,645,408,535.5
17,1,20,25,630,738,540,618
17,1,20,30,393,738,540,638.25
17,1,20,35,699,738,393,601.5
17,1,20,40,822,738,393,615
17,1,20,45,672,822,393,636
17,1,20,50,879,822,393,646.5
17,1,20,55,684,879,672,768
17,1,21,0,549,879,672,764.25
17,1,21,5,831,879,549,696
17,1,21,10,774,879,549,735.75
17,1,21,15,714,831,549,709.5
17,1,21,20,660,831,549,717
17,1,21,25,702,831,660,744.75
17,1,21,30,1038,774,660,712.5
17,1,21,35,909,1038,660,778.5
17,1,21,40,1065,1038,660,827.25
17,1,21,45,822,1065,702,928.5
17,1,21,50,696,1065,822,958.5
17,1,21,55,750,1065,696,873
17,1,22,0,618,1065,696,833.25
17,1,22,5,579,822,618,721.5
17,1,22,10,732,750,579,660.75
17,1,22,15,741,750,579,669.75
17,1,22,20,843,741,579,667.5
17,1,22,25,792,843,579,723.75
17,1,22,30,669,843,732,777
17,1,22,35,702,843,669,761.25
17,1,22,40,633,843,669,751.5
17,1,22,45,870,792,633,699
17,1,22,50,894,870,633,718.5
17,1,22,55,615,894,633,774.75
17,1,23,0,711,894,615,753
17,1,23,5,654,894,615,772.5
17,1,23,10,495,894,615,718.5
17,1,23,15,531,711,495,618.75
17,1,23,20,666,711,495,597.75
17,1,23,25,570,666,495,586.5
17,1,23,30,453,666,495,565.5
17,1,23,35,648,666,453,555
17,1,23,40,660,666,453,584.25
17,1,23,45,606,660,453,582.75
17,1,23,50,645,660,453,591.75
17,1,23,55,594,660,606,639.75
18,2,0,0,582,660,594,626.25
18,2,0,5,768,645,582,606.75
18,2,0,10,645,768,582,647.25
18,2,0,15,648,768,582,647.25
18,2,0,20,642,768,582,660.75
18,2,0,25,642,768,642,675.75
18,2,0,30,729,648,642,644.25
18,2,0,35,516,729,642,665.25
18,2,0,40,348,729,516,632.25
18,2,0,45,486,729,348,558.75
18,2,0,50,411,729,348,519.75
18,2,0,55,456,516,348,440.25
18,2,1,0,408,486,348,425.25
18,2,1,5,534,486,408,440.25
18,2,1,10,555,534,408,452.25
18,2,1,15,432,555,408,488.25
18,2,1,20,501,555,408,482.25
18,2,1,25,534,555,432,505.5
18,2,1,30,426,555,432,505.5
18,2,1,35,471,534,426,473.25
18,2,1,40,321,534,426,483
18,2,1,45,285,534,321,438
18,2,1,50,561,471,285,375.75
18,2,1,55,342,561,285,409.5
18,2,2,0,504,561,285,377.25
18,2,2,5,447,561,285,423
18,2,2,10,387,561,342,463.5
18,2,2,15,513,504,342,420
18,2,2,20,315,513,387,462.75
18,2,2,25,483,513,315,415.5
18,2,2,30,378,513,315,424.5
18,2,2,35,543,513,315,422.25
18,2,2,40,513,543,315,429.75
18,2,2,45,303,543,378,479.25
18,2,2,50,234,543,303,434.25
18,2,2,55,390,543,234,398.25
18,2,3,0,348,513,234,360
18,2,3,5,351,390,234,318.75
18,2,3,10,393,390,234,330.75
18,2,3,15,306,393,348,370.5
18,2,3,20,231,393,306,349.5
18,2,3,25,177,393,231,320.25
18,2,3,30,39,393,177,276.75
18,2,3,35,27,306,39,188.25
18,2,3,40,111,231,27,118.5
18,2,3,45,117,177,27,88.5
18,2,3,50,153,117,27,73.5
18,2,3,55,123,153,27,102
18,2,4,0,114,153,111,126
18,2,4,5,24,153,114,126.75
18,2,4,10,21,153,24,103.5
18,2,4,15,69,123,21,70.5
18,2,4,20,36,114,21,57
18,2,4,25,66,69,21,37.5
18,2,4,30,102,69,21,48
18,2,4,35,156,102,36,68.25
18,2,4,40,147,156,36,90
18,2,4,45,105,156,66,117.75
18,2,4,50,66,156,102,127.5
18,2,4,55,42,156,66,118.5
18,2,5,0,54,147,42,90
18,2,5,5,114,105,42,66.75
18,2,5,10,21,114,42,69
18,2,5,15,96,114,21,57.75
18,2,5,20,69,114,21,71.25
18,2,5,25,123,114,21,75
18,2,5,30,96,123,21,77.25
18,2,5,35,24,123,69,96
18,2,5,40,27,123,24,78
18,2,5,45,123,123,24,67.5
18,2,5,50,240,123,24,67.5
18,2,5,55,240,240,24,103.5
18,2,6,0,78,240,27,157.5
